Nombre_Empresa,Id_Empleo,Ciudad,Categoria,Sueldo,Publicado,Vencimiento,Descripcion,Nombre_cargo,Enlace
Empresa Consumo Masivo,711761,"La Paz, Bolivia",Marketing y Ventas ,No Declarado ,25 Enero 2019,24 Febrero 2019,somos una empresa multinacional con oficinas en las ciudades de santa cruz y la paz comercializamos marcas reconocidas mundialmenteeres vendedor quieres ser parte de un equipo visionario en la ciudad de la paz te estamos buscando esta es tu oportunidad vendedor minorista  ruta provinciassede la paz requisitos disponibilidad para viajes constantes a las distintas provincias experiencia en ventas y distribucion de productos de consumo masivo habilidades de comunicacion enfocadas en asesorar e identificar oportunidades para el negocio del cliente manejo y desarrollo de cartera de clientes licencia de conducir vigente  se ofreceel salario esta compuesto por una parte fija mas una parte variable comisiones a consecucion de objetivos las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Vendedor(a) Minorista - Ruta Provincias - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711761/Vendedor(a)-Minorista---Ruta-Provincias---La-Paz.html?searchId=1546400657&page=1
Empresa Consumo Masivo,711759,"La Paz, Bolivia",Marketing y Ventas ,No Declarado ,25 Enero 2019,24 Febrero 2019,somos una empresa multinacional con oficinas en las ciudades de santa cruz y la paz comercializamos marcas reconocidas mundialmenteeres vendedor quieres ser parte de un equipo visionario en la ciudad de la paz te estamos buscando esta es tu oportunidadvendedor minorista  ruta horizontalsede la pazrequisitos experiencia en ventas y distribucion de productos de consumo masivo en canal minorista ruta horizontal habilidades de comunicacion enfocadas en asesorar e identificar oportunidades para el negocio del cliente manejo y desarrollo de cartera de clientes licencia de conducir vigente se ofreceel salario esta compuesto por una parte fija mas una parte variable comisiones a consecucion de objetivoslas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Vendedor(a) Minorista - Ruta Horizontal - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711759/Vendedor(a)-Minorista---Ruta-Horizontal---La-Paz.html?searchId=1546400657&page=1
Mentor,711476,"La Paz, Bolivia",Educación ,De Bs. 2.060 a Bs. 2.999 ,25 Enero 2019,24 Febrero 2019,importante institucion requiere incorporar a su equipo de trabajo un profesor de ingles requisitos comprometerse con la mision y valores de la institucion experiencia en la ensenanza del idioma ingles titulado en estudios superiores del idioma conocimiento en malla curricular disponibilidad de tiempo completo habilidades y competencias iniciativa y proactividad para preparar las clases dinamico extrovertido y puntual maxima seriedad y responsabilidad en el trabajo sueldo bs 2500 los interesados enviar curriculum vitae con foto carta de presentacion y pretension salarial por trabajopolisbo,Profesor(a) de Inglés,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711476/Profesor(a)-de-Inglés.html?searchId=1546400657&page=1
Cognos Soluciones y Servicios,710815,"Santa Cruz de la Sierra, Bolivia","Atención al Cliente,Marketing y Ventas ",Dependiendo de la Experiencia ,25 Enero 2019,24 Febrero 2019,cognos dmk srl desea incorporar unasistente de marketingsede santa cruzprincipales funciones contacto y seguimiento de cuentas corporativas coordinar las solicitudes de requerimiento de marketing y publicidad de los clientes cotizar con proveedores solicitudes de trabajos y armar presupuestos diseno de artes para medios tradicionales y redes sociales comnunity manager para las redes sociales hacer seguimiento de oportunidades de negocio y reunionesrequisitos del puesto licenciado o egresado de marketing publicidad diseno grafico o ramas afines manejo de illustrator photoshop etc  fluidez de palabras y buena oratoria manejo de office word excel powerpoint y outlook conocimiento en marketing digital y redes socialesse ofrece pretension salarial de acuerdo a responsabilidad buen ambiente de trabajo capacitacion constante en el arealas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Marketing - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/710815/Asistente-de-Marketing---Santa-Cruz.html?searchId=1546400657&page=1
Empresa Consumo Masivo,711756,"La Paz, Bolivia",Marketing y Ventas ,No Declarado ,25 Enero 2019,24 Febrero 2019,somos una empresa multinacional con oficinas en las ciudades de santa cruz y la paz comercializamos marcas reconocidas mundialmentesupervisor de ventassede la pazfunciones es responsable de la gestion comercial del equipo asignado orientar al equipo en su resultado mensual debera colaborar a su equipo en las gestiones de negociacion y formar el modelo de negociacion de cada vendedor garantizar los resultados la distribucion y la exhibicion de productos tener orientacion a resultados debera elaborar acciones para alcanzar las metas hacer seguimiento y analisis de la informacion comercial presentacion de informes por vendedor a la gerencia de ventas acompanar al equipo de ventas en oficina y en camporequisitos experiencia con manejo de personal en empresas de consumo masivo experiencia en canal mayorista conocimiento de paquete ms office especificamente excel  estudios universitarios en ciencias empresariales ingles a nivel intermedio  se ofreceel salario esta compuesto por una parte fija mas una parte variable comisiones a consecucion de objetivoslas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Supervisor(a) de Ventas - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711756/Supervisor(a)-de-Ventas---La-Paz.html?searchId=1546400657&page=1
DL ONE MANAGEMENT,697370,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,25 Enero 2019,24 Febrero 2019,nuestro cliente una importante empresa comercial representante de marcas lideres en el mercado requiere incorporar a su equipo comercial profesionales de primer nivel para el cargo de ejecutivo de ventasbase santa cruz requisitos egresado o lic en ingenieria comercial marketing adm de empresas ing industrial o ramas afines experiencia comprobada en ventas de herramientas yo seguridad industrial para la industria no excluyente vehiculo propio  funciones principales desarrollar mantener y ampliar la cartera de clientes cumplir con los objetivos de ventas asignados asesorar a los clientes sobre los productos y garantizar un servicio oportuno y de calidad elaborar informes varios competencias valoradas orientacion a resultados  habilidades de negociacion orientacion al cliente internoexterno planificacion y organizacion trabajo en equipo beneficios buen ambiente laboral y estabilidad laboral sueldo fijo mas comisiones las personas interesadas enviar su hoja de vida actualizada carta de presentacion personal incluyendo pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/697370/Ejecutivo(a)-de-Ventas---Santa-Cruz.html?searchId=1546400657&page=1
DL ONE MANAGEMENT,698092,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,25 Enero 2019,24 Febrero 2019,nuestro cliente una importante empresa dedicada a la fabricacion y comercializacion de articulos y accesorios para el hogar desea incorporar a su equipo de trabajo profesionales dinamicos y orientados a resultados para el cargo de vendedores requisitos estudiante o egresad de ing comercial marketing disenador de interiores yo ramas afines  experiencia en ventas minima de 1 ano  manejo intermedio de microsoft office e internet disponibilidad para trabajar tiempo completo y realizar turnos rotativos funciones principales brindar una atencion personalidad a los clientes asesorando sobre los productos y garantizar un servicio oportuno y de calidad cumplir con los objetivos mensuales de ventas  garantizar la adecuada visibilidad de los productos en el punto de venta de acuerdo a la potencialidad de los mismos competencias valoradas capacidad de negociacion trabajo en equipo proactividad excelente atencion al cliente buenas relaciones interpersonales ofrecemos buen ambiente y estabilidad laboral sueldo fijo mas comisiones los interesados enviar su hoja de vida actualizada y carta de presentacion personal incluyendo pretension salarial por trabajopolisbo,Vendedores(as),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/698092/Vendedores(as).html?searchId=1546400657&page=1
Fundacion Pro Mujer IFD,711736,"Santa Cruz de la Sierra, Bolivia",Banca y Finanzas ,No Declarado ,25 Enero 2019,24 Febrero 2019,asistente de desembolsorequisitos egresado o profesional en ciencias sociales o economicas financieras experiencia laboral minimo de 3 anos administrando cartera y mora como asesor de asociacion comunal experiencia de 1 ano en cargos similares conocimiento en manejo de equipos de trabajo analisis financiero crediticio manejo de paquetes computacionales gerenciales y basicos adaptabilidad al cambio contar con licencia de conducir las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Desembolso,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711736/Asistente-de-Desembolso.html?searchId=1546400657&page=1
Clínica Angel Foianini S.R.L.,711703,"Santa Cruz de la Sierra, Bolivia",Medicina y Salud ,No Declarado ,25 Enero 2019,24 Febrero 2019,auxiliar de auditoria internarequisitos formacion contadorauditor manejo de excel intermedio conocimientos de bases tecnicas de contabilidad y auditoria experiencia laboral en el area puede ser junior objetivo del cargoasistir a auditoria interna en la ejecucion de los trabajos de recopilacion procesamiento y analisis de informacion propia de las actividades de auditoriaprincipales actividades efectuar revisiones de documentacion de respaldo de operaciones sometidas a auditoria en base a pautas o instrucciones de auditora analizar y evaluar los procesos de control interno segun pautas definidas colaborar en la elaboracion de informes de auditoria aportando informacion y antecedentes del trabajo realizado elaborar papeles de trabajo de las auditorias segun instrucciones realizar arqueos de caja y toma de inventarios de acuerdo a pautas y programa de auditoria realizar seguimientos a las observaciones de auditorias efectuadas ya sea interna o externa conforme a programa de seguimientolas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Auxiliar de Auditoría Interna,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711703/Auxiliar-de-Auditoría-Interna.html?searchId=1546400657&page=1
Otogroup s.r.l. / Audioprot®,710911,"Santa Cruz de la Sierra, Bolivia",Medicina y Salud ,Dependiendo de la Experiencia ,25 Enero 2019,24 Febrero 2019,centro de audiologia con mas de 30 anos en el mercado boliviano requiere incorporar a su plantel profesional fonoaudiologa vacantes dos  requisitos formacion universitaria yo tecnica en area de fonoaudiologia licenciatura en medicina enfermeria audioprotesis o ramas afines a la medicina que esten interesados en otologia y trastornos de la audicion experiencia en atencion al paciente experiencia en adaptacion de audifonos  dominio de ms office internet buena presentacion personal facilidad de palabra buen trato interpersonal disponibilidad tiempo completo o medio tiempo disponibilidad para trabajar horas extras  responsabilidad y puntualidad  beneficios estabilidad laboral sueldo fijo bonos y comisiones buen ambiente de trabajo seguro de salud y afp viajes de capacitacion al interior y exterior vacaciones flexibilidad horaria las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae fotografia actualizada y su pretension salarial por trabajopolisbo,Fonoaudióloga(o),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/710911/Fonoaudióloga(o).html?searchId=1546400657&page=1
