Nombre_Empresa,Id_Empleo,Ciudad,Categoria,Sueldo,Publicado,Vencimiento,Descripcion,Nombre_cargo,Enlace
Motoland Importaciones S.A.,708649,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,18 Enero 2019,17 Febrero 2019,importante empresa del rubro automotor a nivel nacional necesita incorporar a su staff un vendedor corporativo su misiondesarrollar todas las acciones necesarias para una optima gestion de ventas ejecutando las politicas comerciales de la compania en la region para mantener la posicion competitiva de los productos bajo una cultura de calidad y mejoramiento continuo buscamos candidatos que cumplan con el siguiente perfil profesional en ing comercial marketing o ramas afines experiencia laboral igual o mayor a 1 ano en ventas y de preferencia en el rubro solidos conocimientos tecnicos en gestion operativa de promocion y venta de productos merchandising y exhibicion de productos atencion y trato al cliente sondeos de mercados y analisis de la competencia lider proactivo y dinamico en la gestion de procesos comerciales habil para relacionarse comunicar negociar y vender enfocado al cumplimiento de objetivos comerciales conocimiento de motos en general  dominio del idioma ingles  aptitudesorganizado proactivo y disciplinado disponibilidadinmediata ofrecemos estabilidad laboral buen ambiente de trabajo posibilidad de desarrollo profesional sueldo fijo mas comisiones las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Vendedor(a) Corporativo(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708649/Vendedor(a)-Corporativo(a).html?searchId=1546400657&page=1
Belcorp,708911,"Potosí, Bolivia","Atención al Cliente,Marketing y Ventas ",No Declarado ,18 Enero 2019,17 Febrero 2019,gerente de zonabase potosi requisitos estudios universitarios en administracion de empresas ingenieria comercial o ramas afines experiencia en desarrollo de equipos comerciales motivacion por el trabajo comercial de campo habilidad de negociacion analisis y priorizacion vehiculo propio y licencia de conducir las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Gerente de Zona - Potosí,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708911/Gerente-de-Zona---Potosí.html?searchId=1546400657&page=1
TIGO,708898,"Oruro, Bolivia",Marketing y Ventas ,No Declarado ,18 Enero 2019,17 Febrero 2019,ejecutivo de ventas hogarsede oruro que te pedimos titulado egresado o estudiante de ultimos semestres de ing comercial marketing administracion de empresas o ramas afines habilidades en atencion al cliente negociacion y cierre de ventas experiencia relacionada a funciones de ejecucion de estrategias comerciales ventas zonales institucionales deteccion de nichos y oportunidades de mercado conocimiento de microsoft office nivel basico disponibilidad de tiempo completo e inmediata competencias trabajo en equipo orientacion al cliente interno y externo actitud positiva dinamica y proactividad comunicacion eficaz te ofrecemos ser parte de una de las companias lider en telecomunicaciones estabilidad laboral desarrollo profesional capacitacion constante ingresos de acuerdo al mercado laboral beneficios e incentivos adicionales de acuerdo al cumplimiento de tus objetivos si cumples con el perfil y tienes disponibilidad inmediata ingresa al siguiente linkhttpsmillicomuniversitycsodcomatscareersitejobdetailsaspxsite1cmillicomuniversityid4255,Ejecutivo(a) de Ventas Hogar - Oruro,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708898/Ejecutivo(a)-de-Ventas-Hogar---Oruro.html?searchId=1546400657&page=1
BPO Center - Hola,708864,"Cochabamba, Bolivia",Telecomunicaciones ,No Declarado ,18 Enero 2019,17 Febrero 2019,nuestro cliente importante empresa en el rubro de telecomunicaciones requiere contratar un profesional para incorporar a su equipo de trabajoasesor de tiendasede cochabambala persona sera responsable de atender y dar soluciones integrales a los requerimientos de los clientesvisitantes de la tienda con el fin de garantizar el logro de los objetivos de captacion rentabilizacion y experiencia del cliente optimizando tiempos de atencion y resolucion convirtiendo su visita en una experiencia positivalos requisitos de la posicion son formacion en carreras comerciales administrativas yo tecnologicas ventas atencion al cliente atencion de reclamos etc conocimiento del funcionamiento de redes sociales equipos celulares y aplicaciones conocimiento de estrategias de ventas manejo de objeciones etcestamos interesados en personas con orientacion de ventas servicio al cliente administracion por objetivos habilidad de negociacion relacionamiento interpersonal comunicacion y predisposicion al aprendizaje las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) de Tienda - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708864/Asesor(a)-de-Tienda---Cochabamba.html?searchId=1546400657&page=1
INDUSTRIAS FERROTODO LTDA.,708879,"Santa Cruz de la Sierra, Bolivia",Logística y Almacén ,No Declarado ,18 Enero 2019,17 Febrero 2019,forma parte del equipo de industrias ferrotodo ltda postula a la posicionpasante para el area de logisticasede santa cruzobjetivocontrolar monitorear los software de rastreo satelite y entregasrequisitos basicos estudiante de los ultimos semestres en ing industrial administracion yo ramas afines amplio conocimiento geografico del pais manejo de microsoft office intermedio conocimiento en estudio de tiempos y movimientoscompetencias comunicacion dinamismo y proactividad atencion al detalle ofrecemos oportunidad de pertenecer a una industria lider en su rubro a nivel nacional capacitacion constante buen ambiente laborallas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae con su carta de presentacion por trabajopolisbo,Pasante para el Área de Logística - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708879/Pasante-para-el-Área-de-Logística---Santa-Cruz.html?searchId=1546400657&page=1
Captura Consulting S.R.L.,708760,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,18 Enero 2019,17 Febrero 2019,nuestra empresa especialista en investigacion de mercados desea incorporar a su equipo de trabajo unauxiliar administrativofuncionestendra a su cargo el manejo de fondos para ejecucion de proyectos gestion de respaldos y rendiciones elaboracion de planillas de pago registro de inventarios menores y generacion de reportesrequisitos formacion en ramas administrativas contables y otras afines persona muy metodica y proactiva alto grado de etica y responsabilidad habilidad para coordinar con las otras areas involucradas espiritu de colaboracion buen manejo de excel disposicion de tiempo completoenvianos tu hoja de vida indicando tus pretensiones salariales por trabajopolisbo,Auxiliar Administrativo(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708760/Auxiliar-Administrativo(a).html?searchId=1546400657&page=1
Empresa Automotriz,708825,"Cochabamba, Bolivia","Administración y Oficina,Marketing y Ventas ",No Declarado ,18 Enero 2019,17 Febrero 2019,importante empresa del rubro automotriz desea incorporar a su equipo de trabajo un call center de cobranzassede cochabamba requisitos licenciatura o tecnico superior en administracion de empresas contaduria publica o financieras afines experiencia de un ano en cargos de atencion al cliente o cargos relacionados experiencia en tareas operativas y estrategicas  repetitivas contabilidad basica disponibilidad inmediata funciones principales realizar llamadas a los clientes que tienen credito directo para recordarles su fecha de pago verificar las deudas pendientes de cada cliente y calcular las multas por mora si es que las tuviese recabar informacion de los clientes para la actualizacion de la base de datos mediante correo electronico telefono celular telefono fijo telefono de referido etc elaborar informes con la actualizacion y envio diario del cuadro de seguimiento ofrecemos la oportunidad de pertenecer y progresar en una empresa exitosa y en constante crecimiento estabilidad laboral y buen ambiente de trabajo las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Call Center de Cobranzas - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708825/Call-Center-de-Cobranzas---Cochabamba.html?searchId=1546400657&page=1
Cazatalentos SRL,708821,"Santa Cruz de la Sierra, Bolivia",Informática ,No Declarado ,18 Enero 2019,17 Febrero 2019,eres el macgyver de ti estas buscando un nuevo desafio profesional te estamos buscandocazatalentos selecciona para importante empresa de servicios agricolasjefe de sistemasfuncioneste encargaras de implementar sap dar soporte de hardware y software la conectividad el manejo de usuarios permisos carpetas y sistemas operativos basicosrequisitos nos gustaria que seas licenciado en ingenieria de sistemas con al menos 5 anos de experiencia como administrador de redes ideal si eres desarrollador en algun lenguaje o minimamente que entiendas programacion conocimientos de gestion de proyectos  habil para resolver problemaslas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Jefe de Sistemas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708821/Jefe-de-Sistemas.html?searchId=1546400657&page=1
Univida S.A.,708846,"Trinidad, Bolivia",Administración y Oficina ,No Declarado ,18 Enero 2019,17 Febrero 2019,auxiliar comercialsede trinidadref 082019ndeg de vacancias 1plazo indefinidoobjetivo del cargorealizar la atencion integral de clientes actuales y potenciales con el fin de garantizar el crecimiento sostenible y el cumplimiento de metas brindando una atencion de calidad basada en los lineamientos y normativas vigentesrequisitosformacionminimo egresado a nivel tecnico superior en carreras de administracion de empresas ing comercial yo similaresconocimientos conocimientos de la ley 1883 conocimiento del codigo de comercio conocimiento de office nivel basico conocimiento de ventas yo atencion al clientecompetencias orientacion al cliente trabajo en equipo creatividad e innovacion adaptabilidad productividadlas personas interesadas deberan realizar su postulacion unicamente a traves del sitio web wwwunividabo trabaja con nosotros las mismas seran recibidas mediante este portal hasta el miercoles 23 de enero de 2019,Auxiliar Comercial - Trinidad,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708846/Auxiliar-Comercial---Trinidad.html?searchId=1546400657&page=1
Autokorp,708837,"La Paz, Bolivia","Administración y Oficina,Marketing y Ventas ",No Declarado ,18 Enero 2019,17 Febrero 2019,nuestra empresa perteneciente al rubro automotriz desea incorporar a su equipo de trabajo unasesor de serviciossede la pazrequisitos ingeniero o tecnico mediosuperior en mecanica minimo un ano en cargos similares brindando asesoramiento tecnico vehicular conocimiento sobre servicio tecnico mecanico y equipos que se utilizan para el mantenimiento automotriz conocimiento sobre todo tipo de repuestos automotrices conocimientos de mecanica electricidad y electronica avanzados conocimiento sobre chaperio y pintura deseable conocimiento en control de calidad y formularios de garantiaprincipales funciones recepcionar e ingresar al sistema la informacion de los vehiculos que ingresan a mantenimiento verificar y coordinar el ingreso de los vehiculos al taller asi como tambien la entrega de los mismos al finalizar el servicio coordinar con los clientes las autorizaciones para repuestos y presupuestos de su vehiculo hacer seguimiento a los vehiculos recibidos hasta la entrega en las condiciones requeridas y autorizadas por el clienteofrecemos la oportunidad de pertenecer y progresar en una empresa exitosa y en constante crecimiento estabilidad laboral y buen ambiente de trabajolas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor de Servicios - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708837/Asesor-de-Servicios---La-Paz.html?searchId=1546400657&page=1
